DTSTART,DTEND,CALENDAR,DURATION,CREATED,TITLE
2025-06-05 07:00:00,2025-06-05 08:10:00,Exercícios,1.1666666666667,2025-03-10 10:17:00,Go to the gym
2025-06-06 07:00:00,2025-06-06 08:10:00,Exercícios,1.1666666666667,2025-03-10 10:17:00,Go to the gym
2025-06-07 07:00:00,2025-06-07 08:10:00,Exercícios,1.1666666666667,2025-03-10 10:17:00,Go to the gym
2025-06-09 07:00:00,2025-06-09 08:10:00,Exercícios,1.1666666666667,2025-03-10 10:17:00,Go to the gym
2025-06-10 07:00:00,2025-06-10 08:10:00,Exercícios,1.1666666666667,2025-03-10 10:17:00,Go to the gym
2025-06-11 07:00:00,2025-06-11 08:10:00,Exercícios,1.1666666666667,2025-03-10 10:17:00,Go to the gym
2025-06-12 07:00:00,2025-06-12 08:10:00,Exercícios,1.1666666666667,2025-03-10 10:17:00,Go to the gym
2025-06-13 07:00:00,2025-06-13 08:10:00,Exercícios,1.1666666666667,2025-03-10 10:17:00,Go to the gym
2025-06-14 07:00:00,2025-06-14 08:10:00,Exercícios,1.1666666666667,2025-03-10 10:17:00,Go to the gym
2025-06-16 07:00:00,2025-06-16 08:10:00,Exercícios,1.1666666666667,2025-03-10 10:17:00,Go to the gym
2025-06-17 07:00:00,2025-06-17 08:10:00,Exercícios,1.1666666666667,2025-03-10 10:17:00,Go to the gym
2025-06-18 07:00:00,2025-06-18 08:10:00,Exercícios,1.1666666666667,2025-03-10 10:17:00,Go to the gym
2025-06-19 07:00:00,2025-06-19 08:10:00,Exercícios,1.1666666666667,2025-03-10 10:17:00,Go to the gym
2025-06-20 07:00:00,2025-06-20 08:10:00,Exercícios,1.1666666666667,2025-03-10 10:17:00,Go to the gym
2025-06-21 07:00:00,2025-06-21 08:10:00,Exercícios,1.1666666666667,2025-03-10 10:17:00,Go to the gym
2025-06-23 07:00:00,2025-06-23 08:10:00,Exercícios,1.1666666666667,2025-03-10 10:17:00,Go to the gym
2025-06-24 07:00:00,2025-06-24 08:10:00,Exercícios,1.1666666666667,2025-03-10 10:17:00,Go to the gym
2025-06-25 07:00:00,2025-06-25 08:10:00,Exercícios,1.1666666666667,2025-03-10 10:17:00,Go to the gym
2025-06-26 07:00:00,2025-06-26 08:10:00,Exercícios,1.1666666666667,2025-03-10 10:17:00,Go to the gym
2025-06-27 07:00:00,2025-06-27 08:10:00,Exercícios,1.1666666666667,2025-03-10 10:17:00,Go to the gym
2025-06-28 07:00:00,2025-06-28 08:10:00,Exercícios,1.1666666666667,2025-03-10 10:17:00,Go to the gym
2025-06-30 07:00:00,2025-06-30 08:10:00,Exercícios,1.1666666666667,2025-03-10 10:17:00,Go to the gym
2025-07-01 07:00:00,2025-07-01 08:10:00,Exercícios,1.1666666666667,2025-03-10 10:17:00,Go to the gym
2025-07-02 07:00:00,2025-07-02 08:10:00,Exercícios,1.1666666666667,2025-03-10 10:17:00,Go to the gym
2025-07-03 07:00:00,2025-07-03 08:10:00,Exercícios,1.1666666666667,2025-03-10 10:17:00,Go to the gym
2025-07-04 07:00:00,2025-07-04 08:10:00,Exercícios,1.1666666666667,2025-03-10 10:17:00,Go to the gym
2025-07-05 07:00:00,2025-07-05 08:10:00,Exercícios,1.1666666666667,2025-03-10 10:17:00,Go to the gym
2025-07-07 07:00:00,2025-07-07 08:10:00,Exercícios,1.1666666666667,2025-03-10 10:17:00,Go to the gym
2025-07-08 07:00:00,2025-07-08 08:10:00,Exercícios,1.1666666666667,2025-03-10 10:17:00,Go to the gym
2025-07-09 07:00:00,2025-07-09 08:10:00,Exercícios,1.1666666666667,2025-03-10 10:17:00,Go to the gym
2025-07-10 07:00:00,2025-07-10 08:10:00,Exercícios,1.1666666666667,2025-03-10 10:17:00,Go to the gym
2025-07-11 07:00:00,2025-07-11 08:10:00,Exercícios,1.1666666666667,2025-03-10 10:17:00,Go to the gym
2025-07-12 07:00:00,2025-07-12 08:10:00,Exercícios,1.1666666666667,2025-03-10 10:17:00,Go to the gym
2025-07-14 07:00:00,2025-07-14 08:10:00,Exercícios,1.1666666666667,2025-03-10 10:17:00,Go to the gym
2025-07-15 07:00:00,2025-07-15 08:10:00,Exercícios,1.1666666666667,2025-03-10 10:17:00,Go to the gym
2025-07-16 07:00:00,2025-07-16 08:10:00,Exercícios,1.1666666666667,2025-03-10 10:17:00,Go to the gym
2025-07-17 07:00:00,2025-07-17 08:10:00,Exercícios,1.1666666666667,2025-03-10 10:17:00,Go to the gym
2025-07-18 07:00:00,2025-07-18 08:10:00,Exercícios,1.1666666666667,2025-03-10 10:17:00,Go to the gym
2017-12-14 23:00:00,2017-12-15 07:00:00,Pessoal,8.0,2017-11-27 06:58:00,Attend the school graduation
2018-02-03 17:00:00,2018-02-03 23:00:00,Pessoal,6.0,2017-11-27 01:29:00,Help!
2018-08-06 07:20:00,2018-08-06 17:10:00,PUC,9.8333333333333,2018-08-07 08:52:00,Attend class
2018-08-06 17:30:00,2018-08-06 18:30:00,Exercícios,1.0,2018-08-07 08:45:00,Go to the gym
2018-08-07 07:20:00,2018-08-07 12:50:00,PUC,5.5,2018-08-07 08:53:00,Attend class
2018-08-07 21:00:00,2018-08-07 22:10:00,Exercícios,1.1666666666667,2018-08-07 08:29:00,Do Muay Thai
2018-08-08 07:20:00,2018-08-08 17:10:00,PUC,9.8333333333333,2018-08-07 08:54:00,Attend class
2018-08-08 17:30:00,2018-08-08 18:30:00,Exercícios,1.0,2018-08-07 08:46:00,Go to the gym
2018-08-09 07:20:00,2018-08-09 12:50:00,PUC,5.5,2018-08-07 08:55:00,Attend class
2018-08-09 21:00:00,2018-08-09 22:00:00,Exercícios,1.0,2018-08-07 08:51:00,Do Muay Thai
2018-08-10 07:20:00,2018-08-10 12:40:00,PUC,5.3333333333333,2018-08-07 08:55:00,Attend class
2018-08-10 17:30:00,2018-08-10 18:30:00,Exercícios,1.0,2018-08-07 08:47:00,Go to the gym
2018-08-10 22:00:00,2018-08-11 07:00:00,Pessoal,9.0,2018-08-07 11:25:00,Go to Baile da Gaiola
2018-08-13 07:20:00,2018-08-13 17:10:00,PUC,9.8333333333333,2018-08-07 08:52:00,Attend class
2018-08-13 17:30:00,2018-08-13 18:30:00,Exercícios,1.0,2018-08-07 08:45:00,Go to the gym
2018-08-14 07:20:00,2018-08-14 12:50:00,PUC,5.5,2018-08-07 08:53:00,Attend class
2018-08-14 21:00:00,2018-08-14 22:10:00,Exercícios,1.1666666666667,2018-08-07 08:29:00,Do Muay Thai
2018-08-15 07:20:00,2018-08-15 17:10:00,PUC,9.8333333333333,2018-08-07 08:54:00,Attend class
2018-08-15 17:30:00,2018-08-15 18:30:00,Exercícios,1.0,2018-08-07 08:46:00,Go to the gym
2018-08-16 07:20:00,2018-08-16 12:50:00,PUC,5.5,2018-08-07 08:55:00,Attend class
2018-08-16 21:00:00,2018-08-16 22:00:00,Exercícios,1.0,2018-08-07 08:51:00,Do Muay Thai
2018-08-17 07:20:00,2018-08-17 12:40:00,PUC,5.3333333333333,2018-08-07 08:55:00,Attend class
2018-08-17 17:30:00,2018-08-17 18:30:00,Exercícios,1.0,2018-08-07 08:47:00,Go to the gym
2018-08-20 07:20:00,2018-08-20 17:10:00,PUC,9.8333333333333,2018-08-07 08:52:00,Attend class
2018-08-20 17:30:00,2018-08-20 18:30:00,Exercícios,1.0,2018-08-07 08:45:00,Go to the gym
2018-08-21 07:20:00,2018-08-21 12:50:00,PUC,5.5,2018-08-07 08:53:00,Attend class
2018-08-21 21:00:00,2018-08-21 22:10:00,Exercícios,1.1666666666667,2018-08-07 08:29:00,Do Muay Thai
2018-08-22 07:20:00,2018-08-22 17:10:00,PUC,9.8333333333333,2018-08-07 08:54:00,Attend class
2018-08-22 17:30:00,2018-08-22 18:30:00,Exercícios,1.0,2018-08-07 08:46:00,Go to the gym
2018-08-23 07:20:00,2018-08-23 12:50:00,PUC,5.5,2018-08-07 08:55:00,Attend class
2018-08-23 21:00:00,2018-08-23 22:00:00,Exercícios,1.0,2018-08-07 08:51:00,Do Muay Thai
2018-08-24 07:20:00,2018-08-24 12:40:00,PUC,5.3333333333333,2018-08-07 08:55:00,Attend class
2018-08-24 17:30:00,2018-08-24 18:30:00,Exercícios,1.0,2018-08-07 08:47:00,Go to the gym
2018-08-27 07:20:00,2018-08-27 17:10:00,PUC,9.8333333333333,2018-08-07 08:52:00,Attend class
2018-08-27 17:30:00,2018-08-27 18:30:00,Exercícios,1.0,2018-08-07 08:45:00,Go to the gym
2018-08-28 07:20:00,2018-08-28 12:50:00,PUC,5.5,2018-08-07 08:53:00,Attend class
2018-08-28 21:00:00,2018-08-28 22:10:00,Exercícios,1.1666666666667,2018-08-07 08:29:00,Do Muay Thai
2018-08-29 07:20:00,2018-08-29 17:10:00,PUC,9.8333333333333,2018-08-07 08:54:00,Attend class
2018-08-29 17:30:00,2018-08-29 18:30:00,Exercícios,1.0,2018-08-07 08:46:00,Go to the gym
2018-08-30 07:20:00,2018-08-30 12:50:00,PUC,5.5,2018-08-07 08:55:00,Attend class
2018-08-30 21:00:00,2018-08-30 22:00:00,Exercícios,1.0,2018-08-07 08:51:00,Do Muay Thai
2018-08-31 07:20:00,2018-08-31 12:40:00,PUC,5.3333333333333,2018-08-07 08:55:00,Attend class
2018-08-31 17:30:00,2018-08-31 18:30:00,Exercícios,1.0,2018-08-07 08:47:00,Go to the gym
2018-09-03 07:20:00,2018-09-03 17:10:00,PUC,9.8333333333333,2018-08-07 08:52:00,Attend class
2018-09-03 17:30:00,2018-09-03 18:30:00,Exercícios,1.0,2018-08-07 08:45:00,Go to the gym
2018-09-04 07:20:00,2018-09-04 12:50:00,PUC,5.5,2018-08-07 08:53:00,Attend class
2018-09-04 21:00:00,2018-09-04 22:10:00,Exercícios,1.1666666666667,2018-08-07 08:29:00,Do Muay Thai
2018-09-05 07:20:00,2018-09-05 17:10:00,PUC,9.8333333333333,2018-08-07 08:54:00,Attend class
2018-09-05 17:30:00,2018-09-05 18:30:00,Exercícios,1.0,2018-08-07 08:46:00,Go to the gym
2018-09-06 07:20:00,2018-09-06 12:50:00,PUC,5.5,2018-08-07 08:55:00,Attend class
2018-09-06 21:00:00,2018-09-06 22:00:00,Exercícios,1.0,2018-08-07 08:51:00,Do Muay Thai
2018-09-07 07:20:00,2018-09-07 12:40:00,PUC,5.3333333333333,2018-08-07 08:55:00,Attend class
2018-09-07 17:30:00,2018-09-07 18:30:00,Exercícios,1.0,2018-08-07 08:47:00,Go to the gym
2018-09-10 07:20:00,2018-09-10 17:10:00,PUC,9.8333333333333,2018-08-07 08:52:00,Attend class
2018-09-10 17:30:00,2018-09-10 18:30:00,Exercícios,1.0,2018-08-07 08:45:00,Go to the gym
2018-09-11 07:20:00,2018-09-11 12:50:00,PUC,5.5,2018-08-07 08:53:00,Attend class
2018-09-11 21:00:00,2018-09-11 22:10:00,Exercícios,1.1666666666667,2018-08-07 08:29:00,Do Muay Thai
2018-09-12 07:20:00,2018-09-12 17:10:00,PUC,9.8333333333333,2018-08-07 08:54:00,Attend class
2018-09-12 17:30:00,2018-09-12 18:30:00,Exercícios,1.0,2018-08-07 08:46:00,Go to the gym
2018-09-13 07:20:00,2018-09-13 12:50:00,PUC,5.5,2018-08-07 08:55:00,Attend class
2018-09-13 21:00:00,2018-09-13 22:00:00,Exercícios,1.0,2018-08-07 08:51:00,Do Muay Thai
2018-09-14 07:20:00,2018-09-14 12:40:00,PUC,5.3333333333333,2018-08-07 08:55:00,Attend class
2018-09-14 17:30:00,2018-09-14 18:30:00,Exercícios,1.0,2018-08-07 08:47:00,Go to the gym
2018-09-17 07:20:00,2018-09-17 17:10:00,PUC,9.8333333333333,2018-08-07 08:52:00,Attend class
2018-09-17 17:30:00,2018-09-17 18:30:00,Exercícios,1.0,2018-08-07 08:45:00,Go to the gym
2018-09-18 07:20:00,2018-09-18 12:50:00,PUC,5.5,2018-08-07 08:53:00,Attend class
2018-09-18 21:00:00,2018-09-18 22:10:00,Exercícios,1.1666666666667,2018-08-07 08:29:00,Do Muay Thai
2018-09-19 07:20:00,2018-09-19 17:10:00,PUC,9.8333333333333,2018-08-07 08:54:00,Attend class
2018-09-19 17:30:00,2018-09-19 18:30:00,Exercícios,1.0,2018-08-07 08:46:00,Go to the gym
2018-09-20 07:20:00,2018-09-20 12:50:00,PUC,5.5,2018-08-07 08:55:00,Attend class
2018-09-20 21:00:00,2018-09-20 22:00:00,Exercícios,1.0,2018-08-07 08:51:00,Do Muay Thai
2018-09-21 07:20:00,2018-09-21 12:40:00,PUC,5.3333333333333,2018-08-07 08:55:00,Attend class
2018-09-21 17:30:00,2018-09-21 18:30:00,Exercícios,1.0,2018-08-07 08:47:00,Go to the gym
2018-09-24 07:20:00,2018-09-24 17:10:00,PUC,9.8333333333333,2018-08-07 08:52:00,Attend class
2018-09-24 17:30:00,2018-09-24 18:30:00,Exercícios,1.0,2018-08-07 08:45:00,Go to the gym
2018-09-25 07:20:00,2018-09-25 12:50:00,PUC,5.5,2018-08-07 08:53:00,Attend class
2018-09-25 21:00:00,2018-09-25 22:10:00,Exercícios,1.1666666666667,2018-08-07 08:29:00,Do Muay Thai
2018-09-26 07:20:00,2018-09-26 17:10:00,PUC,9.8333333333333,2018-08-07 08:54:00,Attend class
2018-09-26 17:30:00,2018-09-26 18:30:00,Exercícios,1.0,2018-08-07 08:46:00,Go to the gym
2018-09-27 07:20:00,2018-09-27 12:50:00,PUC,5.5,2018-08-07 08:55:00,Attend class
2018-09-27 21:00:00,2018-09-27 22:00:00,Exercícios,1.0,2018-08-07 08:51:00,Do Muay Thai
2018-09-28 07:20:00,2018-09-28 12:40:00,PUC,5.3333333333333,2018-08-07 08:55:00,Attend class
2018-09-28 17:30:00,2018-09-28 18:30:00,Exercícios,1.0,2018-08-07 08:47:00,Go to the gym
2018-10-01 07:20:00,2018-10-01 17:10:00,PUC,9.8333333333333,2018-08-07 08:52:00,Attend class
2018-10-01 17:30:00,2018-10-01 18:30:00,Exercícios,1.0,2018-08-07 08:45:00,Go to the gym
2018-10-02 07:20:00,2018-10-02 12:50:00,PUC,5.5,2018-08-07 08:53:00,Attend class
2018-10-02 21:00:00,2018-10-02 22:10:00,Exercícios,1.1666666666667,2018-08-07 08:29:00,Do Muay Thai
2018-10-03 07:20:00,2018-10-03 17:10:00,PUC,9.8333333333333,2018-08-07 08:54:00,Attend class
2018-10-03 17:30:00,2018-10-03 18:30:00,Exercícios,1.0,2018-08-07 08:46:00,Go to the gym
2018-10-04 07:20:00,2018-10-04 12:50:00,PUC,5.5,2018-08-07 08:55:00,Attend class
2018-10-04 21:00:00,2018-10-04 22:00:00,Exercícios,1.0,2018-08-07 08:51:00,Do Muay Thai
2018-10-05 07:20:00,2018-10-05 12:40:00,PUC,5.3333333333333,2018-08-07 08:55:00,Attend class
2018-10-05 17:30:00,2018-10-05 18:30:00,Exercícios,1.0,2018-08-07 08:47:00,Go to the gym
2018-10-08 07:20:00,2018-10-08 17:10:00,PUC,9.8333333333333,2018-08-07 08:52:00,Attend class
2018-10-08 17:30:00,2018-10-08 18:30:00,Exercícios,1.0,2018-08-07 08:45:00,Go to the gym
2018-10-09 07:20:00,2018-10-09 12:50:00,PUC,5.5,2018-08-07 08:53:00,Attend class
2018-10-09 21:00:00,2018-10-09 22:10:00,Exercícios,1.1666666666667,2018-08-07 08:29:00,Do Muay Thai
2018-10-10 07:20:00,2018-10-10 17:10:00,PUC,9.8333333333333,2018-08-07 08:54:00,Attend class
2018-10-10 17:30:00,2018-10-10 18:30:00,Exercícios,1.0,2018-08-07 08:46:00,Go to the gym
2018-10-11 07:20:00,2018-10-11 12:50:00,PUC,5.5,2018-08-07 08:55:00,Attend class
2018-10-11 21:00:00,2018-10-11 22:00:00,Exercícios,1.0,2018-08-07 08:51:00,Do Muay Thai
2018-10-12 07:20:00,2018-10-12 12:40:00,PUC,5.3333333333333,2018-08-07 08:55:00,Attend class
2018-10-12 17:30:00,2018-10-12 18:30:00,Exercícios,1.0,2018-08-07 08:47:00,Go to the gym
2018-10-15 07:20:00,2018-10-15 17:10:00,PUC,9.8333333333333,2018-08-07 08:52:00,Attend class
2018-10-15 17:30:00,2018-10-15 18:30:00,Exercícios,1.0,2018-08-07 08:45:00,Go to the gym
2018-10-16 07:20:00,2018-10-16 12:50:00,PUC,5.5,2018-08-07 08:53:00,Attend class
2018-10-16 21:00:00,2018-10-16 22:10:00,Exercícios,1.1666666666667,2018-08-07 08:29:00,Do Muay Thai
2018-10-17 07:20:00,2018-10-17 17:10:00,PUC,9.8333333333333,2018-08-07 08:54:00,Attend class
2018-10-17 17:30:00,2018-10-17 18:30:00,Exercícios,1.0,2018-08-07 08:46:00,Go to the gym
2018-10-18 07:20:00,2018-10-18 12:50:00,PUC,5.5,2018-08-07 08:55:00,Attend class
2018-10-18 21:00:00,2018-10-18 22:00:00,Exercícios,1.0,2018-08-07 08:51:00,Do Muay Thai
2018-10-19 07:20:00,2018-10-19 12:40:00,PUC,5.3333333333333,2018-08-07 08:55:00,Attend class
2018-10-19 17:30:00,2018-10-19 18:30:00,Exercícios,1.0,2018-08-07 08:47:00,Go to the gym
2018-10-22 07:20:00,2018-10-22 17:10:00,PUC,9.8333333333333,2018-08-07 08:52:00,Attend class
2018-10-22 17:30:00,2018-10-22 18:30:00,Exercícios,1.0,2018-08-07 08:45:00,Go to the gym
2018-10-23 07:20:00,2018-10-23 12:50:00,PUC,5.5,2018-08-07 08:53:00,Attend class
2018-10-23 21:00:00,2018-10-23 22:10:00,Exercícios,1.1666666666667,2018-08-07 08:29:00,Do Muay Thai
2018-10-24 07:20:00,2018-10-24 17:10:00,PUC,9.8333333333333,2018-08-07 08:54:00,Attend class
2018-10-24 17:30:00,2018-10-24 18:30:00,Exercícios,1.0,2018-08-07 08:46:00,Go to the gym
2018-10-25 07:20:00,2018-10-25 12:50:00,PUC,5.5,2018-08-07 08:55:00,Attend class
2018-10-25 21:00:00,2018-10-25 22:00:00,Exercícios,1.0,2018-08-07 08:51:00,Do Muay Thai
2018-10-26 07:20:00,2018-10-26 12:40:00,PUC,5.3333333333333,2018-08-07 08:55:00,Attend class
2018-10-26 17:30:00,2018-10-26 18:30:00,Exercícios,1.0,2018-08-07 08:47:00,Go to the gym
2018-10-29 07:20:00,2018-10-29 17:10:00,PUC,9.8333333333333,2018-08-07 08:52:00,Attend class
2018-10-29 17:30:00,2018-10-29 18:30:00,Exercícios,1.0,2018-08-07 08:45:00,Go to the gym
2018-10-30 07:20:00,2018-10-30 12:50:00,PUC,5.5,2018-08-07 08:53:00,Attend class
2018-10-30 21:00:00,2018-10-30 22:10:00,Exercícios,1.1666666666667,2018-08-07 08:29:00,Do Muay Thai
2018-10-31 07:20:00,2018-10-31 17:10:00,PUC,9.8333333333333,2018-08-07 08:54:00,Attend class
2018-10-31 17:30:00,2018-10-31 18:30:00,Exercícios,1.0,2018-08-07 08:46:00,Go to the gym
2018-11-01 07:20:00,2018-11-01 12:50:00,PUC,5.5,2018-08-07 08:55:00,Attend class
2018-11-01 21:00:00,2018-11-01 22:00:00,Exercícios,1.0,2018-08-07 08:51:00,Do Muay Thai
2018-11-02 07:20:00,2018-11-02 12:40:00,PUC,5.3333333333333,2018-08-07 08:55:00,Attend class
2018-11-02 17:30:00,2018-11-02 18:30:00,Exercícios,1.0,2018-08-07 08:47:00,Go to the gym
2018-11-05 07:20:00,2018-11-05 17:10:00,PUC,9.8333333333333,2018-08-07 08:52:00,Attend class
2018-11-05 17:30:00,2018-11-05 18:30:00,Exercícios,1.0,2018-08-07 08:45:00,Go to the gym
2018-11-06 07:20:00,2018-11-06 12:50:00,PUC,5.5,2018-08-07 08:53:00,Attend class
2018-11-06 21:00:00,2018-11-06 22:10:00,Exercícios,1.1666666666667,2018-08-07 08:29:00,Do Muay Thai
2018-11-07 07:20:00,2018-11-07 17:10:00,PUC,9.8333333333333,2018-08-07 08:54:00,Attend class
2018-11-07 17:30:00,2018-11-07 18:30:00,Exercícios,1.0,2018-08-07 08:46:00,Go to the gym
2018-11-08 07:20:00,2018-11-08 12:50:00,PUC,5.5,2018-08-07 08:55:00,Attend class
2018-11-08 21:00:00,2018-11-08 22:00:00,Exercícios,1.0,2018-08-07 08:51:00,Do Muay Thai
2018-11-09 07:20:00,2018-11-09 12:40:00,PUC,5.3333333333333,2018-08-07 08:55:00,Attend class
2018-11-09 17:30:00,2018-11-09 18:30:00,Exercícios,1.0,2018-08-07 08:47:00,Go to the gym
2018-11-12 07:20:00,2018-11-12 17:10:00,PUC,9.8333333333333,2018-08-07 08:52:00,Attend class
2018-11-12 17:30:00,2018-11-12 18:30:00,Exercícios,1.0,2018-08-07 08:45:00,Go to the gym
2018-11-13 07:20:00,2018-11-13 12:50:00,PUC,5.5,2018-08-07 08:53:00,Attend class
2018-11-13 21:00:00,2018-11-13 22:10:00,Exercícios,1.1666666666667,2018-08-07 08:29:00,Do Muay Thai
2018-11-14 07:20:00,2018-11-14 17:10:00,PUC,9.8333333333333,2018-08-07 08:54:00,Attend class
2018-11-14 17:30:00,2018-11-14 18:30:00,Exercícios,1.0,2018-08-07 08:46:00,Go to the gym
2018-11-15 07:20:00,2018-11-15 12:50:00,PUC,5.5,2018-08-07 08:55:00,Attend class
2018-11-15 21:00:00,2018-11-15 22:00:00,Exercícios,1.0,2018-08-07 08:51:00,Do Muay Thai
2018-11-16 07:20:00,2018-11-16 12:40:00,PUC,5.3333333333333,2018-08-07 08:55:00,Attend class
2018-11-16 17:30:00,2018-11-16 18:30:00,Exercícios,1.0,2018-08-07 08:47:00,Go to the gym
2018-11-19 07:20:00,2018-11-19 17:10:00,PUC,9.8333333333333,2018-08-07 08:52:00,Attend class
2018-11-19 17:30:00,2018-11-19 18:30:00,Exercícios,1.0,2018-08-07 08:45:00,Go to the gym
2018-11-20 07:20:00,2018-11-20 12:50:00,PUC,5.5,2018-08-07 08:53:00,Attend class
2018-11-20 21:00:00,2018-11-20 22:10:00,Exercícios,1.1666666666667,2018-08-07 08:29:00,Do Muay Thai
2018-11-21 07:20:00,2018-11-21 17:10:00,PUC,9.8333333333333,2018-08-07 08:54:00,Attend class
2018-11-21 17:30:00,2018-11-21 18:30:00,Exercícios,1.0,2018-08-07 08:46:00,Go to the gym
2018-11-22 07:20:00,2018-11-22 12:50:00,PUC,5.5,2018-08-07 08:55:00,Attend class
2018-11-22 21:00:00,2018-11-22 22:00:00,Exercícios,1.0,2018-08-07 08:51:00,Do Muay Thai
2018-11-23 07:20:00,2018-11-23 12:40:00,PUC,5.3333333333333,2018-08-07 08:55:00,Attend class
2018-11-23 17:30:00,2018-11-23 18:30:00,Exercícios,1.0,2018-08-07 08:47:00,Go to the gym
2018-11-26 07:20:00,2018-11-26 17:10:00,PUC,9.8333333333333,2018-08-07 08:52:00,Attend class
2018-11-26 17:30:00,2018-11-26 18:30:00,Exercícios,1.0,2018-08-07 08:45:00,Go to the gym
2018-11-27 07:20:00,2018-11-27 12:50:00,PUC,5.5,2018-08-07 08:53:00,Attend class
2018-11-27 21:00:00,2018-11-27 22:10:00,Exercícios,1.1666666666667,2018-08-07 08:29:00,Do Muay Thai
2018-11-28 07:20:00,2018-11-28 17:10:00,PUC,9.8333333333333,2018-08-07 08:54:00,Attend class
2018-11-28 17:30:00,2018-11-28 18:30:00,Exercícios,1.0,2018-08-07 08:46:00,Go to the gym
2018-11-29 07:20:00,2018-11-29 12:50:00,PUC,5.5,2018-08-07 08:55:00,Attend class
2018-11-29 21:00:00,2018-11-29 22:00:00,Exercícios,1.0,2018-08-07 08:51:00,Do Muay Thai
2018-11-30 07:20:00,2018-11-30 12:40:00,PUC,5.3333333333333,2018-08-07 08:55:00,Attend class
2018-11-30 17:30:00,2018-11-30 18:30:00,Exercícios,1.0,2018-08-07 08:47:00,Go to the gym
2018-12-03 07:20:00,2018-12-03 17:10:00,PUC,9.8333333333333,2018-08-07 08:52:00,Attend class
2018-12-03 17:30:00,2018-12-03 18:30:00,Exercícios,1.0,2018-08-07 08:45:00,Go to the gym
2018-12-04 07:20:00,2018-12-04 12:50:00,PUC,5.5,2018-08-07 08:53:00,Attend class
2018-12-04 21:00:00,2018-12-04 22:10:00,Exercícios,1.1666666666667,2018-08-07 08:29:00,Do Muay Thai
2018-12-05 07:20:00,2018-12-05 17:10:00,PUC,9.8333333333333,2018-08-07 08:54:00,Attend class
2018-12-05 17:30:00,2018-12-05 18:30:00,Exercícios,1.0,2018-08-07 08:46:00,Go to the gym
2018-12-06 07:20:00,2018-12-06 12:50:00,PUC,5.5,2018-08-07 08:55:00,Attend class
2018-12-06 21:00:00,2018-12-06 22:00:00,Exercícios,1.0,2018-08-07 08:51:00,Do Muay Thai
2018-12-07 07:20:00,2018-12-07 12:40:00,PUC,5.3333333333333,2018-08-07 08:55:00,Attend class
2018-12-07 17:30:00,2018-12-07 18:30:00,Exercícios,1.0,2018-08-07 08:47:00,Go to the gym
2018-12-10 07:20:00,2018-12-10 17:10:00,PUC,9.8333333333333,2018-08-07 08:52:00,Attend class
2018-12-10 17:30:00,2018-12-10 18:30:00,Exercícios,1.0,2018-08-07 08:45:00,Go to the gym
2018-12-11 07:20:00,2018-12-11 12:50:00,PUC,5.5,2018-08-07 08:53:00,Attend class
2018-12-11 21:00:00,2018-12-11 22:10:00,Exercícios,1.1666666666667,2018-08-07 08:29:00,Do Muay Thai
2018-12-12 07:20:00,2018-12-12 17:10:00,PUC,9.8333333333333,2018-08-07 08:54:00,Attend class
2018-12-12 17:30:00,2018-12-12 18:30:00,Exercícios,1.0,2018-08-07 08:46:00,Go to the gym
2018-12-13 07:20:00,2018-12-13 12:50:00,PUC,5.5,2018-08-07 08:55:00,Attend class
2018-12-13 21:00:00,2018-12-13 22:00:00,Exercícios,1.0,2018-08-07 08:51:00,Do Muay Thai
2018-12-14 07:20:00,2018-12-14 12:40:00,PUC,5.3333333333333,2018-08-07 08:55:00,Attend class
2018-12-14 17:30:00,2018-12-14 18:30:00,Exercícios,1.0,2018-08-07 08:47:00,Go to the gym
2018-12-17 07:20:00,2018-12-17 17:10:00,PUC,9.8333333333333,2018-08-07 08:52:00,Attend class
2018-12-17 17:30:00,2018-12-17 18:30:00,Exercícios,1.0,2018-08-07 08:45:00,Go to the gym
2018-12-18 07:20:00,2018-12-18 12:50:00,PUC,5.5,2018-08-07 08:53:00,Attend class
2018-12-18 21:00:00,2018-12-18 22:10:00,Exercícios,1.1666666666667,2018-08-07 08:29:00,Do Muay Thai
2018-12-19 07:20:00,2018-12-19 17:10:00,PUC,9.8333333333333,2018-08-07 08:54:00,Attend class
2018-12-19 17:30:00,2018-12-19 18:30:00,Exercícios,1.0,2018-08-07 08:46:00,Go to the gym
2018-12-20 07:20:00,2018-12-20 12:50:00,PUC,5.5,2018-08-07 08:55:00,Attend class
2018-12-20 21:00:00,2018-12-20 22:00:00,Exercícios,1.0,2018-08-07 08:51:00,Do Muay Thai
2018-12-21 07:20:00,2018-12-21 12:40:00,PUC,5.3333333333333,2018-08-07 08:55:00,Attend class
2018-12-21 17:30:00,2018-12-21 18:30:00,Exercícios,1.0,2018-08-07 08:47:00,Go to the gym
2018-12-24 07:20:00,2018-12-24 17:10:00,PUC,9.8333333333333,2018-08-07 08:52:00,Attend class
2018-12-24 17:30:00,2018-12-24 18:30:00,Exercícios,1.0,2018-08-07 08:45:00,Go to the gym
2018-12-25 07:20:00,2018-12-25 12:50:00,PUC,5.5,2018-08-07 08:53:00,Attend class
2018-12-25 21:00:00,2018-12-25 22:10:00,Exercícios,1.1666666666667,2018-08-07 08:29:00,Do Muay Thai
2018-12-26 07:20:00,2018-12-26 17:10:00,PUC,9.8333333333333,2018-08-07 08:54:00,Attend class
